,,Family (Scientific),Genus,Species (Scientific),Subspecies,Nom català,Species (English)
,,,236,Aquila,fasciata,,Àguila cuabarrada,Bonelli’s Eagle
,,,237,Accipiter,nisus,,Esparver vulgar,Eurasian Sparrowhawk
,,,238,Accipiter,gentilis,,Astor,Northern Goshawk
,,,239,Circus,aeruginosus,,Arpella vulgar,Western Marsh Harrier
,,,240,Circus,cyaneus,,Arpella pàl·lida,Hen Harrier
,,,241,Circus,macrourus,,Arpella pàl·lida russa,Pallid Harrier
,,,242,Circus,pygargus,,Arpella cendrosa,Montagu’s Harrier
,,,243,Milvus,milvus,,Milà reial,Red Kite
,,,244,Milvus,migrans,,Milà negre,Black Kite
,,,245,Haliaeetus,albicilla,,Àguila marina,White-tailed Eagle
,,,246,Buteo,lagopus,,Aligot calçat,Rough-legged Buzzard
,,,247,Buteo,rufinus,,Aligot rogenc,Long-legged Buzzard
,,,248,Buteo,buteo,,Aligot comú,Common Buzzard
,,,,,,,,
XIX,STRIGIFORMES,,,,,,
,33,Tytonidae,,,,,,Barn Owls
,,,249,Tyto,alba,,Òliba,Western Barn Owl
,,,,,,,,
,34,Strigidae,,,,,,Owls
,,,250,Otus,scops,,Xot,Eurasian Scops Owl
,,,251,Bubo,bubo,,Duc,Eurasian Eagle-Owl
,,,252,Strix,aluco,,Gamarús,Tawny Owl
,,,253,Athene,noctua,,Mussol comú,Little Owl
,,,254,Aegolius,funereus,,Mussol pirinenc,Boreal Owl
,,,255,Asio,otus,,Mussol banyut,Long-eared Owl
,,,256,Asio,flammeus,,Mussol emigrant,Short-eared Owl
,,,,,,,,
XX,BUCEROTIFORMES,,,,,,
,35,Upupidae,,,,,,Hoopoes
,,,257,Upupa,epops,,Puput,Eurasian Hoopoe
,,,,,,,,
XXI,CORACIIFORMES,,,,,,
,36,Coraciidae,,,,,,Rollers
,,,258,Coracias,garrulus,,Gaig blau,European Roller
,,,,,,,,
,37,Alcedinidae,,,,,,Kingfishers
,,,259,Alcedo,atthis,,Blauet,Common Kingfisher
,,,,,,,,
,38,Meropidae,,,,,,Bee-eaters
,,,260,Merops,persicus,,Abellerol gola-roig,Blue-cheeked Bee-eater
,,,261,Merops,apiaster,,Abellerol,European Bee-eater
,,,,,,,,
XXII,PICIFORMES,,,,,,
,39,Picidae,,,,,,Woodpeckers
,,,262,Jynx,torquilla,,Colltort,Eurasian Wryneck
,,,263,Dendrocoptes,medius,,Picot garser mitjà,Middle Spotted Woodpecker
,,,264,Dryobates,minor,,Picot garser petit,Lesser Spotted Woodpecker
,,,265,Dendrocopos,major,,Picot garser gros,Great Spotted Woodpecker
,,,266,Dryocopus,martius,,Picot negre,Black Woodpecker
,,,267,Picus,sharpei,,Picot verd ibèric,Iberian Green Woodpecker
,,,,,,,,
XXIII,FALCONIFORMES,,,,,,
,40,Falconidae,,,,,,Falcons
,,,268,Falco,naumanni,,Xoriguer petit,Lesser Kestrel
,,,269,Falco,tinnunculus,,Xoriguer comú,Common Kestrel
,,,270,Falco,vespertinus,,Falcó cama-roig,Red-footed Falcon
,,,271,Falco,eleonorae,,Falcó de la reina,Eleonora’s Falcon
,,,272,Falco,columbarius,,Esmerla,Merlin
,,,273,Falco,subbuteo,,Falcó mostatxut,Eurasian Hobby
,,,274,Falco,biarmicus,,Falcó llaner,Lanner Falcon
,,,275,Falco,cherrug,,Falcó sagrat,Saker Falcon
,,,276,Falco,peregrinus,peregrinus,Falcó pelegrí,Peregrine Falcon
,,,,,,calidus,,
,,,,,,brookei,,
,,,,,,,,
XXIV,PSITTACIFORMES,,,,,,
,41,Psittacidae,,,,,,African & New World Parrots
,,,277,Myiopsitta,monachus,,Cotorreta de pit gris,Monk Parakeet
,,,278,Thectocercus,acuticaudatus,,Aratinga capblava,Blue-crowned Parakeet
,,,279,Psittacara,erythrogenys,,Aratinga de màscara roja,Red-masked Parakeet
,,,,,,,,
,42,Psittaculidae,,,,,,Old World Parrots
,,,280,Psittacula,krameri,,Cotorra de Kramer,Rose-ringed Parakeet
,,,,,,,,
XXV,PASSERIFORMES,,,,,,
,43,Laniidae,,,,,,Shrikes
,,,281,Lanius,cristatus,,Capsigrany bru,Brown Shrike
,,,282,Lanius,collurio,,Escorxador,Red-backed Shrike
,,,283,Lanius,isabellinus,,Capsigrany pàl·lid,Isabelline Shrike
,,,284,Lanius,minor,,Trenca,Lesser Grey Shrike
,,,285,Lanius,excubitor,pallidirostris,Botxí d’estepa,Steppe Grey Shrike
,,,286,Lanius,meridionalis,,Botxí meridional,Iberian Grey Shrike
,,,287,Lanius,senator,,,Woodchat Shrike
,,,,,,senator,Capsigrany,
,,,,,,badius,Capsigrany balear,
,,,,,,,,
,44,Vireonidae,,,,,,Vireos
,,,288,Vireo,olivaceus,,Viri d’ull vermell,Red-eyed Vireo
,,,,,,,,
,45,Oriolidae,,,,,,Orioles
,,,289,Oriolus,oriolus,,Oriol,Eurasian Golden Oriole
,,,,,,,,
,46,Corvidae,,,,,,"Crows, Jays"
,,,290,Garrulus,glandarius,,Gaig,Eurasian Jay
,,,291,Pica,pica,,Garsa,Eurasian Magpie
,,,292,Nucifraga,caryocatactes,,Trencanous,Nutcracker
,,,293,Pyrrhocorax,pyrrhocorax,,Gralla de bec vermell,Red-billed Chough
,,,294,Pyrrhocorax,graculus,,Gralla de bec groc,Alpine Chough
,,,295,Coloeus,monedula,,Gralla,Western Jackdaw
,,,296,Corvus,frugilegus,,Graula,Rook
,,,297,Corvus,corone,,Cornella negra,Carrion Crow
,,,298,Corvus,cornix,,Cornella emmantellada,Hooded Crow
,,,299,Corvus,ruficollis,,Corb del desert,Brown-necked Raven
,,,300,Corvus,corax,,Corb,Northern Raven
,,,,,,,,
,47,Bombycillidae,,,,,,Waxwings
,,,301,Bombycilla,garrulus,,Ocell sedós,Bohemian Waxwing
,,,,,,,,
,48,Paridae,,,,,,Tits
,,,302,Periparus,ater,,Mallerenga petita,Coal Tit
,,,303,Lophophanes,cristatus,,Mallerenga emplomallada,European Crested Tit
,,,304,Poecile,palustris,,Mallerenga d’aigua,Marsh Tit
,,,305,Cyanistes,teneriffae,ultramarinus,Mallerenga blava africana,African Blue Tit
,,,306,Cyanistes,caeruleus,,Mallerenga blava,Eurasian Blue Tit
,,,307,Parus,major,,Mallerenga carbonera,Great Tit
,,,,,,,,
,49,Remizidae,,,,,,Penduline Tits
,,,308,Remiz,pendulinus,,Teixidor,Eurasian Penduline Tit
,,,,,,,,
,50,Panuridae,,,,,,Bearded Reedling
,,,309,Panurus,biarmicus,,Mallerenga de bigotis,Bearded Reedling
,,,,,,,,
,51,Alaudidae,,,,,,Larks
,,,310,Ammomanes,cinctura,,Terrerola cuabarrada,Bar-tailed Lark
,,,311,Lullula,arborea,,Cotoliu,Woodlark
,,,312,Alauda,arvensis,,Alosa vulgar,Eurasian Skylark
,,,313,Galerida,theklae,,Cogullada fosca,Thekla’s Lark
,,,314,Galerida,cristata,,Cogullada vulgar,Crested Lark
,,,315,Eremophila,alpestris,,Alosa banyuda,Horned Lark
,,,316,Calandrella,brachydactyla,,Terrerola vulgar,Greater Short-toed Lark
,,,317,Melanocorypha,calandra,,Calàndria,Calandra Lark
,,,318,Chersophilus,duponti,,Alosa becuda,Dupont’s Lark
,,,319,Alaudala,rufescens,,Terrerola rogenca,Lesser Short-toed Lark
,,,,,,,,
,52,Hirundinidae,,,,,,"Swallows, Martins"
,,,320,Riparia,riparia,,Oreneta de ribera,Sand Martin
,,,321,Hirundo,rustica,,Oreneta vulgar,Barn Swallow
,,,322,Ptyonoprogne,rupestris,,Roquerol,Eurasian Crag Martin
,,,323,Delichon,urbicum,,Oreneta cuablanca,Common House Martin
,,,324,Cecropis,daurica,,Oreneta cua-rogenca,Red-rumped Swallow
,,,,,,,,
,53,Cettiidae,,,,,,Cettia Bush Warblers & Allies
,,,325,Cettia,cetti,,Rossinyol bord,Cetti’s Warbler
,,,,,,,,
,54,Aegithalidae,,,,,,Bushtits
,,,326,Aegithalos,caudatus,,Mallerenga cuallarga,Long-tailed Tit
,,,,,,,,
,55,Phylloscopidae,,,,,,Leaf Warblers & Allies
,,,327,Phylloscopus,sibilatrix,,Mosquiter xiulaire,Wood Warbler
,,,328,Phylloscopus,bonelli,,Mosquiter pàl·lid,Western Bonelli’s Warbler
,,,329,Phylloscopus,humei,,Mosquiter de Hume,Hume’s Leaf Warbler
,,,330,Phylloscopus,inornatus,,Mosquiter de doble ratlla,Yellow-browed Warbler
,,,331,Phylloscopus,proregulus,,Mosquiter reietó,Pallas’s Leaf Warbler
,,,332,Phylloscopus,fuscatus,,Mosquiter fosc,Dusky Warbler
,,,333,Phylloscopus,trochilus,,Mosquiter de passa,Willow Warbler
,,,334,Phylloscopus,collybita,,Mosquiter comú,Common Chiffchaff
,,,,,,abietinus,,
,,,,,,collybita,,
,,,,,,tristis,,
,,,335,Phylloscopus,ibericus,,Mosquiter ibèric,Iberian Chiffchaff
,,,336,Phylloscopus,trochiloides,,Mosquiter verdós,Greenish Warbler
,,,337,Phylloscopus,borealis,,Mosquiter boreal,Arctic Warbler
,,,,,,,,
,56,Acrocephalidae,,,,,,Reed Warblers & Allies
,,,338,Acrocephalus,arundinaceus,,Balquer,Great Reed Warbler
,,,339,Acrocephalus,melanopogon,,Boscarla mostatxuda,Moustached Warbler
,,,340,Acrocephalus,paludicola,,Boscarla d’aigua,Aquatic Warbler
,,,341,Acrocephalus,schoenobaenus,,Boscarla dels joncs,Sedge Warbler
,,,342,Acrocephalus,agricola,,Boscarla dels arrossars,Paddyfield Warbler
,,,343,Acrocephalus,dumetorum,,Boscarla dels matolls,Blyth’s Reed Warbler
,,,344,Acrocephalus,scirpaceus,,Boscarla de canyar,Eurasian Reed Warbler
,,,345,Acrocephalus,palustris,,Boscarla menjamosquits,Marsh Warbler
,,,346,Iduna,opaca,,Bosqueta pàl·lida occidental,Western Olivaceous Warbler
,,,347,Hippolais,polyglotta,,Bosqueta vulgar,Melodious Warbler
,,,348,Hippolais,icterina,,Bosqueta icterina,Icterine Warbler
,,,,,,,,
,57,Locustellidae,,,,,,Grassbirds & Allies
,,,349,Locustella,naevia,,Boscaler pintat gros,Common Grasshopper Warbler
,,,350,Locustella,luscinioides,,Boscaler comú,Savi’s Warbler
,,,,,,,,
,58,Cisticolidae,,,,,,Cisticolas & Allies
,,,351,Cisticola,juncidis,,Trist,Zitting Cisticola
,,,,,,,,
,59,Leiothrichidae,,,,,,Laughingthrushes & Allies
,,,352,Leiothrix,lutea,,Rossinyol del Japó,Red-billed Leiothrix
,,,,,,,,
,60,Sylviidae,,,,,,Sylviid Babblers
,,,353,Sylvia,atricapilla,,Tallarol de casquet,Eurasian Blackcap
,,,354,Sylvia,borin,,Tallarol gros,Garden Warbler
,,,355,Sylvia,nisoria,,Tallarol esparverenc,Barred Warbler
,,,356,Sylvia,curruca,,Tallarol xerraire,Lesser Whitethroat
,,,,,,curruca,,
,,,,,,blythi/halimodendri,,
,,,,,,,,
,,,357,Sylvia,hortensis,,Tallarol emmascarat,Western Orphean Warbler
,,,358,Sylvia,communis,,Tallareta vulgar,Common Whitethroat
,,,359,Sylvia,undata,,Tallareta cuallarga,Dartford Warbler
,,,360,Sylvia,sarda,,Tallareta sarda,Marmora’s Warbler
,,,361,Sylvia,conspicillata,,Tallarol trencamates,Spectacled Warbler
,,,362,Sylvia,cantillans,,Tallarol de garriga,Subalpine Warbler
,,,,,,cantillans,,
,,,,,,albistriata,,
,,,,,,iberiae,,
,,,363,Sylvia,subalpina,,Tallarol de Moltoni,Moltoni’s Warbler
,,,364,Sylvia,melanocephala,,Tallarol capnegre,Sardinian Warbler
,,,,,,,,
,61,Regulidae,,,,,,"Goldcrests, Kinglets"
,,,365,Regulus,ignicapilla,,Bruel,Common Firecrest
,,,366,Regulus,regulus,,Reietó,Goldcrest
,,,,,,,,
,62,Troglodytidae,,,,,,Wrens
,,,367,Troglodytes,troglodytes,,Cargolet,Eurasian Wren
,,,,,,,,
,63,Sittidae,,,,,,Nuthatches
,,,368,Sitta,europaea,,Pica-soques blau,Eurasian Nuthatch
,,,,,,,,
,64,Tichodromidae,,,,,,Wallcreeper
,,,369,Tichodroma,muraria,,Pela-roques,Wallcreeper
,,,,,,,,
,65,Certhiidae,,,,,,Treecreepers
,,,370,Certhia,familiaris,,Raspinell pirinenc,Eurasian Treecreeper
,,,371,Certhia,brachydactyla,,Raspinell comú,Short-toed Treecreeper
,,,,,,,,
,66,Sturnidae,,,,,,Starlings
,,,372,Pastor,roseus,,Estornell rosat,Rosy Starling
,,,373,Sturnus,vulgaris,,Estornell vulgar,Common Starling
,,,374,Sturnus,unicolor,,Estornell negre,Spotless Starling
,,,,,,,,
,67,Turdidae,,,,,,Thrushes
,,,375,Turdus,torquatus,,Merla de pit blanc,Ring Ouzel
,,,,,,torquatus,,
,,,,,,alpestris,,
,,,376,Turdus,merula,,Merla,Common Blackbird
,,,377,Turdus,naumanni,,Tord de Naumann,Naumann’s Thrush
,,,378,Turdus,pilaris,,Griva cerdana,Fieldfare
,,,379,Turdus,iliacus,,Tord ala-roig,Redwing
,,,380,Turdus,philomelos,,Tord comú,Song Thrush
,,,381,Turdus,viscivorus,,Griva,Mistle Thrush
,,,,,,,,
,68,Muscicapidae,,,,,,"Chats, Old World Flycatchers"
,,,382,Cercotrichas,galactotes,,Cuaenlairat,Rufous-tailed Scrub Robin
,,,383,Muscicapa,striata,,Papamosques gris,Spotted Flycatcher
,,,384,Muscicapa,tyrrhenica,balearica,Papamosques gris balear,Mediterranean Flycatcher
,,,385,Erithacus,rubecula,,Pit-roig,European Robin
,,,386,Larvivora,cyane,,Rossinyol blau siberià,Siberian Blue Robin
,,,387,Luscinia,svecica,,Cotxa blava,Bluethroat
,,,,,,svecica,,
,,,,,,namnetum,,
,,,,,,cyanecula,,
,,,388,Luscinia,megarhynchos,,Rossinyol,Common Nightingale
,,,389,Tarsiger,cyanurus,,Cotxa cuablava,Red-flanked Bluetail
,,,390,Ficedula,hypoleuca,,Mastegatatxes,European Pied Flycatcher
,,,391,Ficedula,albicollis,,Papamosques de collar,Collared Flycatcher
,,,392,Ficedula,parva,,Papamosques menut,Red-breasted Flycatcher
,,,393,Phoenicurus,ochruros,,Cotxa fumada,Black Redstart
,,,394,Phoenicurus,phoenicurus,,Cotxa cua-roja,Common Redstart
,,,395,Phoenicurus,moussieri,,Cotxa diademada,Moussier’s Redstart
,,,396,Monticola,saxatilis,,Merla roquera,Common Rock Thrush
,,,397,Monticola,solitarius,,Merla blava,Blue Rock Thrush
,,,398,Saxicola,rubetra,,Bitxac rogenc,Whinchat
,,,399,Saxicola,rubicola,,Bitxac comú,European Stonechat
,,,400,Saxicola,maurus,,Bitxac comú siberià,Siberian Stonechat
,,,,,,hemprichii,,
,,,,,,maurus,,
,,,401,Oenanthe,oenanthe,,Còlit gris,Northern Wheatear
,,,402,Oenanthe,deserti,,Còlit del desert,Desert Wheatear
,,,403,Oenanthe,hispanica,,Còlit ros,Western Black-eared Wheatear
,,,404,Oenanthe,leucura,,Còlit negre,Black Wheatear
,,,,,,,,
,69,Cinclidae,,,,,,Dippers
,,,405,Cinclus,cinclus,,Merla d’aigua,White-throated Dipper
,,,,,,,,
,70,Passeridae,,,,,,"Old World Sparrows, Snowfinches"
,,,406,Passer,domesticus,,Pardal comú,House Sparrow
,,,407,Passer,hispaniolensis,,Pardal de passa,Spanish Sparrow
,,,408,Passer,montanus,,Pardal xarrec,Eurasian Tree Sparrow
,,,409,Petronia,petronia,,Pardal roquer,Rock Sparrow
,,,410,Montifringilla,nivalis,,Pardal d’ala blanca,White-winged Snowfinch
,,,,,,,,
,71,Estrildidae,,,,,,"Waxbills, Munias & Allies"
,,,411,Estrilda,melpoda,,Bec de corall de galtes taronja,Orange-cheeked Waxbill
,,,412,Estrilda,astrild,,Bec de corall senegalès,Common Waxbill
,,,413,Amandava,amandava,,Múnia roig,Red Avadavat
,,,,,,,,
,72,Prunellidae,,,,,,Accentors
,,,414,Prunella,collaris,,Cercavores,Alpine Accentor
,,,415,Prunella,modularis,,Pardal de bardissa,Dunnock
,,,,,,,,
,73,Motacillidae,,,,,,"Wagtails, Pipits"
,,,416,Motacilla,flava,,Cuereta groga,Western Yellow Wagtail
,,,,,,flavissima,,
,,,,,,flava,,
,,,,,,iberiae,,
,,,,,,cinereocapilla,,
,,,,,,feldegg,,
,,,,,,thunbergi,,
,,,417,Motacilla,citreola,,Cuereta citrina,Citrine Wagtail
,,,418,Motacilla,cinerea,,Cuereta torrentera,Grey Wagtail
,,,419,Motacilla,alba,,Cuereta blanca,White Wagtail
,,,,,,yarrellii,Cuereta blanca endolada,
,,,,,,alba,Cuereta blanca vulgar,
,,,420,Anthus,richardi,,Piula grossa,Richard’s Pipit
,,,421,Anthus,campestris,,Trobat,Tawny Pipit
,,,422,Anthus,pratensis,,Titella,Meadow Pipit
,,,423,Anthus,trivialis,,Piula dels arbres,Tree Pipit
,,,424,Anthus,hodgsoni,,Piula de Hodgson,Olive-backed Pipit
,,,425,Anthus,cervinus,,Piula gola-roja,Red-throated Pipit
,,,426,Anthus,spinoletta,,Grasset de muntanya,Water Pipit
,,,427,Anthus,petrosus,,Grasset de costa,Eurasian Rock Pipit
,,,,,,,,
,74,Fringillidae,,,,,,Finches
,,,428,Fringilla,coelebs,,Pinsà comú,Common Chaffinch
,,,429,Fringilla,montifringilla,,Pinsà mec,Brambling
,,,430,Coccothraustes,coccothraustes,,Durbec,Hawfinch
,,,431,Pyrrhula,pyrrhula,,Pinsà borroner,Eurasian Bullfinch
,,,432,Bucanetes,githagineus,,Pinsà trompeter,Trumpeter Finch
,,,433,Carpodacus,erythrinus,,Pinsà carminat,Common Rosefinch
,,,434,Chloris,chloris,,Verdum,European Greenfinch
,,,435,Linaria,cannabina,,Passerell comú,Common Linnet
,,,436,Acanthis,cabaret,,Passerell golanegre,Lesser Redpoll
,,,437,Loxia,curvirostra,,Trencapinyes,Red Crossbill
,,,438,Carduelis,carduelis,,Cadernera,European Goldfinch
,,,439,Carduelis,citrinella,,Llucareta,Citril Finch
,,,440,Serinus,serinus,,Gafarró,European Serin
,,,441,Spinus,spinus,,Lluer,Eurasian Siskin
,,,,,,,,
,75,Calcariidae,,,,,,"Longspurs, Snow Buntings"
,,,442,Calcarius,lapponicus,,Repicatalons de Lapònia,Lapland Longspur
,,,443,Plectrophenax,nivalis,,Sit blanc,Snow Bunting
,,,,,,,,
,76,Emberizidae,,,,,,Buntings
,,,444,Emberiza,calandra,,Cruixidell,Corn Bunting
,,,445,Emberiza,citrinella,,Verderola,Yellowhammer
,,,446,Emberiza,leucocephalos,,Sit capblanc,Pine Bunting
,,,447,Emberiza,cia,,Sit negre,Rock Bunting
,,,448,Emberiza,hortulana,,Hortolà,Ortolan Bunting
,,,449,Emberiza,cirlus,,Gratapalles,Cirl Bunting
,,,450,Emberiza,pusilla,,Repicatalons petit,Little Bunting
,,,451,Emberiza,rustica,,Repicatalons rústic,Rustic Bunting
,,,452,Emberiza,melanocephala,,Sit capnegre,Black-headed Bunting
,,,453,Emberiza,schoeniclus,,Repicatalons,Common Reed Bunting
,,,,,,schoeniclus,,
,,,,,,witherbyi,,
